pinx,sale_id,sale_price,sale_date,use_type,area,lot_sf,wfnt,bldg_grade,tot_sf,beds,baths,age,eff_age,longitude,latitude
..1250204850,2015..42487,838000,2015-12-09,sfr,14,5730,0,7,2970,3,3.0,75,75,-122.286516341739,47.5881404881971
..1250700015,2016..1062,775000,2016-01-20,sfr,14,2314,0,8,2830,3,2.75,100,100,-122.288698986686,47.5963344210517
..1250700016,2013..32489,299922,2013-09-12,sfr,14,1881,0,5,620,1,1.0,98,98,-122.288486262334,47.5963320121341
..1250700040,2011..10319,540000,2011-06-09,sfr,14,3200,0,7,1240,4,2.0,111,111,-122.288483129556,47.5959479398863
..1250700050,2013..37195,1435000,2013-11-14,sfr,14,4160,0,10,4380,3,4.25,23,23,-122.288125197844,47.5959988061012
..1250700060,2015..11390,642450,2015-04-22,sfr,14,4160,0,7,1830,3,1.75,96,96,-122.288118638748,47.5962181883762
..1251200045,2014..18176,1462497,2014-06-20,sfr,14,4800,0,10,3840,5,3.25,6,6,-122.289998623216,47.5929248191424
..1251200055,2014..18702,1340000,2014-06-26,sfr,14,5040,0,10,3190,4,3.5,11,11,-122.290002248009,47.5928125852677
..1251200057,2015..23896,1400000,2015-07-16,sfr,14,6360,0,10,4340,5,4.0,99,11,-122.290006439771,47.5926825365593
..1251200155,2014..27988,1000000,2014-09-11,sfr,14,4200,0,9,2990,4,3.5,89,89,-122.289540996247,47.5929735395494
..1251200170,2013..37554,1499950,2013-11-20,sfr,14,4200,0,10,3180,4,4.5,0,0,-122.289537468427,47.5930830171243
..1251200260,2010..18435,735500,2010-09-27,sfr,14,7875,0,10,1670,3,2.0,71,71,-122.288761524943,47.5914648951842
..1251200295,2015..43440,1137000,2015-12-14,sfr,14,6000,0,8,3470,3,3.5,62,11,-122.288306915839,47.5914244988178
..1285300030,2011..11905,550000,2011-07-06,sfr,15,4600,0,8,3810,5,4.5,0,0,-122.300434699778,47.5918414428777
..1285300035,2011..18663,550000,2011-10-05,sfr,15,4600,0,8,3810,5,4.5,0,0,-122.300272564818,47.5918396914773
..1285300080,2013..27098,355000,2013-08-21,sfr,15,4600,0,7,1680,4,1.5,18,18,-122.299299752592,47.5918291803521
..1285300095,2012..17311,250000,2012-07-19,sfr,15,4050,0,7,1100,2,2.5,104,104,-122.298729897997,47.5918568408945
..1285300095,2016..38643,530000,2016-10-31,sfr,15,4050,0,7,1100,2,2.5,108,108,-122.298729897997,47.5918568408945
..1285300110,2016..16581,729950,2016-06-02,sfr,15,4600,0,7,2500,4,2.5,23,23,-122.298978054558,47.591454055498
..1285300120,2010..7976,445000,2010-04-23,sfr,15,4600,0,7,1730,4,1.5,20,20,-122.299140164694,47.5914556721387
..1285300130,2013..9310,225000,2013-04-10,sfr,15,4600,0,7,2220,4,2.5,86,86,-122.29946438049,47.5914589049231
..1285300130,2013..40151,555000,2013-12-11,sfr,15,4600,0,7,2220,4,2.5,86,86,-122.29946438049,47.5914589049231
..1303300015,2013..36850,475000,2013-11-14,sfr,15,2700,0,7,1380,3,1.0,111,111,-122.308139740524,47.6212714054902
..1303300020,2011..18089,454000,2011-09-26,sfr,15,4050,0,7,1170,2,1.0,110,13,-122.308141357817,47.6211686036615
..1303300030,2016..34935,1145000,2016-10-04,sfr,15,3150,0,8,3070,3,2.5,20,20,-122.308143308933,47.6210588063485
..1303300035,2012..7472,470000,2012-04-13,townhouse,15,1800,0,8,1810,3,2.5,16,16,-122.308144532288,47.6209836679648
..1303300055,2010..14881,498000,2010-07-16,sfr,15,2542,0,7,1320,3,2.0,109,109,-122.307625600083,47.621354170253
..1303300055,2013..16710,534300,2013-06-11,sfr,15,2542,0,7,1320,3,2.0,112,112,-122.307625600083,47.621354170253
..1330300010,2012..7197,1370000,2012-04-12,sfr,14,7241,0,9,3510,5,3.25,45,45,-122.28164839238,47.6401125341493
..1330300075,2012..7255,1025000,2012-03-26,sfr,14,8874,0,8,2840,3,2.25,49,49,-122.281654949079,47.6376887689609
..1330300106,2013..8703,1430000,2013-04-02,sfr,14,8466,0,9,3420,3,2.75,54,13,-122.283818221356,47.6406997094834
..1330300161,2012..13157,1075000,2012-06-04,sfr,14,9977,0,9,2540,4,1.75,50,50,-122.283576953673,47.6403071344879
..1330300211,2013..36496,1695000,2013-11-11,sfr,14,5850,0,9,3010,5,3.5,8,8,-122.285154534906,47.6399531267887
..1330300225,2013..14908,1630000,2013-05-22,sfr,14,9600,0,9,2890,3,3.25,54,3,-122.285159705252,47.6394887663919
..1330300231,2015..14513,1910000,2015-05-18,sfr,14,9600,0,9,2590,4,2.25,58,58,-122.285162334846,47.6392256814546
..1330300255,2012..33931,1020000,2012-12-27,sfr,14,8000,0,9,2290,3,2.0,53,53,-122.285174125998,47.6381936982745
..1330300260,2012..29670,1120000,2012-11-11,sfr,14,9736,0,9,2460,3,1.75,56,56,-122.285182064904,47.6379467687814
..1330300295,2013..7606,1020000,2013-03-27,sfr,14,8550,0,9,2060,3,1.75,50,50,-122.28416170803,47.6389624537837
..1330300300,2015..9724,1900000,2015-04-15,sfr,14,8550,0,10,3150,3,3.75,8,8,-122.28416525732,47.638715673508
..1330300316,2015..18074,1860000,2015-06-10,sfr,14,12352,0,10,3290,3,2.75,55,55,-122.284153160784,47.6381785565681
..1330300370,2015..34001,2184350,2015-09-30,sfr,14,11050,0,10,4130,5,2.75,51,51,-122.282939928151,47.6375876439741
..1330300395,2014..32356,1800000,2014-10-20,sfr,14,6090,0,9,4770,5,3.25,0,0,-122.284216276894,47.6376474881842
..1330300396,2014..34661,1775000,2014-11-07,sfr,14,5546,0,9,4300,5,3.25,0,0,-122.284031496418,47.6376001498123
..1330300401,2012..7156,1225000,2012-04-05,sfr,14,12427,0,9,2470,3,2.25,53,53,-122.284437067489,47.6377803097036
..1330300410,2011..16770,1115000,2011-08-30,sfr,14,9489,0,9,2440,3,2.25,52,52,-122.284565495059,47.6380111522778
..1330300416,2016..41008,1700000,2016-11-28,sfr,14,8623,0,9,2530,3,1.75,60,60,-122.284570044089,47.6382538069991
..1330300425,2014..2588,1050000,2014-02-10,sfr,14,8000,0,9,2360,3,2.25,54,54,-122.284560796027,47.6387010894293
..1330300450,2013..25945,1400000,2013-08-19,sfr,14,7945,0,10,2790,3,2.5,46,46,-122.284555147193,47.6402278526299
..1330300451,2014..38815,1565000,2014-12-17,sfr,14,8500,0,9,2190,3,1.75,57,57,-122.284545166251,47.6399987986712
..1330300452,2011..19872,1485000,2011-10-20,sfr,14,10569,0,10,3630,5,4.25,26,26,-122.284176460871,47.6400438525185
..1330300470,2012..9172,1200000,2012-04-30,sfr,14,10006,0,9,2810,3,2.5,52,52,-122.283510002824,47.6398504806849
..1330300471,2015..18268,2000000,2015-06-08,sfr,14,13038,0,9,2590,4,2.25,51,51,-122.283695809014,47.6395693064583
..1330300485,2016..24100,1575000,2016-07-19,sfr,14,8075,0,9,2140,3,2.0,59,59,-122.28318519516,47.6392703309138
..1330300491,2012..8817,1400000,2012-04-23,sfr,14,8075,0,9,2910,5,3.5,53,12,-122.283187885959,47.6390373151351
..1330300515,2013..36406,1700000,2013-11-12,sfr,14,9641,0,9,3710,4,2.75,54,54,-122.283539659965,47.6383149982278
..1330300520,2011..3858,1695000,2011-03-15,sfr,14,8550,0,10,2490,4,3.25,52,4,-122.283578793958,47.6385828934093
..1330300531,2016..17018,2205000,2016-06-02,sfr,14,8550,0,9,2510,4,2.5,56,56,-122.283572999552,47.6390815339039
..1330300570,2012..28596,1435000,2012-10-29,sfr,14,8039,0,9,3360,3,3.75,35,35,-122.282584600245,47.6398102320436
..1330300605,2014..23331,1490000,2014-08-04,sfr,14,10732,0,9,2940,4,3.0,51,51,-122.282605376794,47.6382948100607
..1330300605,2015..13595,1785000,2015-05-06,sfr,14,10732,0,9,2940,4,3.0,52,52,-122.282605376794,47.6382948100607
..1330300645,2013..8367,1150000,2013-04-04,sfr,14,8550,0,9,2188,4,2.0,51,51,-122.28220882746,47.6395622869759
..1330300660,2013..38952,1795000,2013-12-04,sfr,14,8207,0,10,4010,2,3.0,41,11,-122.283752838405,47.6371614783343
..1333300055,2012..3339,1590000,2012-02-24,sfr,13,37200,0,10,3490,3,3.5,73,73,-122.311906531138,47.6364811458358
..1333300100,2013..35637,1213000,2013-10-29,sfr,13,10165,0,9,3450,3,2.25,75,22,-122.312494321499,47.6372325968943
..1333300105,2013..9931,1200000,2013-04-17,sfr,13,9472,0,9,3610,3,4.25,109,0,-122.312483554149,47.6374271824577
..1333300145,2015..5602,2225000,2015-03-04,sfr,13,30120,0,11,5660,4,4.0,82,82,-122.311489948265,47.6378079808924
..1334000010,2010..16074,680000,2010-08-19,townhouse,15,1178,0,10,1530,3,2.25,1,1,-122.314896397571,47.6216767007781
..1334000020,2011..3160,575000,2011-03-09,townhouse,15,1048,0,10,1530,3,2.25,2,2,-122.314897311375,47.6216144679977
..1334000030,2011..2193,580000,2011-02-17,townhouse,15,1047,0,10,1530,3,2.25,2,2,-122.314898171659,47.6215558106868
..1334000040,2010..24067,634000,2010-12-27,townhouse,15,1181,0,10,1530,3,2.25,1,1,-122.314899088636,47.621493373147
..1334000040,2013..12321,719500,2013-05-08,townhouse,15,1181,0,10,1530,3,2.25,4,4,-122.314899088636,47.621493373147
..1334000060,2010..21665,620000,2010-11-18,townhouse,15,1257,0,10,1530,3,2.25,1,1,-122.314900848956,47.6213588760433
..1334000070,2010..1780,880000,2010-02-01,townhouse,15,1315,0,10,1580,3,3.0,1,1,-122.315102453894,47.6213586980922
..1334000080,2010..21141,670000,2010-11-09,townhouse,15,988,0,10,1590,3,3.0,1,1,-122.315102677171,47.6214221100996
..1334000090,2010..19376,695000,2010-10-07,townhouse,15,1262,0,10,1590,3,3.0,1,1,-122.315102959091,47.6214832093492
..1334000110,2010..19856,675000,2010-10-07,townhouse,15,997,0,10,1590,3,3.0,1,1,-122.315100532295,47.6216127094138
..1334000120,2010..13012,775000,2010-06-29,townhouse,15,1307,0,10,1580,3,3.0,1,1,-122.315099367102,47.6216752450925
..1334000120,2013..1018,775000,2013-01-17,townhouse,15,1307,0,10,1580,3,3.0,4,4,-122.315099367102,47.6216752450925
..1336300020,2012..22963,862000,2012-09-06,sfr,13,4060,0,9,2120,2,1.5,108,108,-122.317140475519,47.6280292989286
..1336300080,2011..12544,1050000,2011-07-01,sfr,13,8040,0,9,2890,3,3.25,83,83,-122.317656944401,47.6269412818776
..1336300115,2015..24039,1150000,2015-07-21,sfr,13,6100,0,8,2560,3,2.0,107,107,-122.317674309314,47.6277793826499
..1336300155,2010..10050,970000,2010-05-24,sfr,13,5800,0,9,2830,4,2.25,104,104,-122.317172036758,47.6259657868446
..1336300165,2015..38901,825000,2015-11-13,sfr,13,5800,0,8,2280,7,2.0,102,102,-122.317176444118,47.6256916008479
..1336300204,2016..7933,1045000,2016-03-25,townhouse,13,1385,0,9,1870,3,2.5,0,0,-122.317826267613,47.6255247570254
..1336300205,2016..1478,895000,2016-01-21,townhouse,13,1401,0,9,1610,3,2.5,0,0,-122.317825432477,47.6255932843088
..1336300206,2016..7937,845000,2016-03-25,townhouse,13,1093,0,9,1320,2,2.5,0,0,-122.317591049191,47.6256009705784
..1336300207,2016..13677,792000,2016-05-06,townhouse,13,818,0,9,1330,2,2.5,0,0,-122.317591749853,47.6255571461924
..1336300208,2016..5919,849950,2016-03-10,townhouse,13,1078,0,9,1390,2,2.5,0,0,-122.317592443926,47.6255136780591
..1336300250,2014..4772,910000,2014-03-06,sfr,13,5100,0,8,2180,4,2.25,109,109,-122.317739312917,47.6266380888502
..1336300380,2012..24486,775000,2012-09-21,sfr,13,5000,0,9,2580,4,2.25,109,109,-122.316490772909,47.6259614777847
..1336300395,2011..7184,970000,2011-05-02,sfr,13,4979,0,9,3270,4,3.0,106,106,-122.316483310082,47.6263723981599
..1336300425,2013..21895,1525000,2013-07-17,sfr,13,4573,0,10,2980,4,2.5,108,108,-122.316044960303,47.6277719688634
..1336300445,2010..8689,760000,2010-05-06,sfr,13,2646,0,9,3130,4,3.0,104,104,-122.316194659881,47.6272202693278
..1336300445,2015..11203,1265000,2015-04-22,sfr,13,2646,0,9,3130,4,3.0,109,109,-122.316194659881,47.6272202693278
..1336300475,2012..21619,1243000,2012-08-29,sfr,13,4650,0,10,3910,4,4.25,18,18,-122.316491295115,47.6268113741836
..1336300500,2016..21132,1925000,2016-06-20,sfr,13,4500,0,9,3500,5,3.25,112,112,-122.316492966555,47.627085540161
..1336300520,2010..19118,799000,2010-09-21,sfr,13,4850,0,8,2110,4,2.25,105,105,-122.316472156483,47.627496659897
..1336300550,2013..35830,1800000,2013-11-05,sfr,13,9095,0,10,4730,4,3.0,107,107,-122.316443725468,47.6282310888977
..1336300595,2010..15073,1385000,2010-07-29,sfr,13,7403,0,10,3430,3,3.0,96,96,-122.315468753895,47.6275050923893
..1336300610,2015..9445,1272500,2015-04-02,sfr,13,5000,0,9,2040,4,1.75,94,94,-122.315354989235,47.6279168824151
..1336300637,2012..1420,1070000,2012-01-27,sfr,13,4937,0,10,2160,3,2.25,25,25,-122.315341286515,47.6255401485412
..1336300637,2015..41962,1375000,2015-12-11,sfr,13,4937,0,10,2160,3,2.25,28,28,-122.315341286515,47.6255401485412
..1336300638,2014..9807,867500,2014-04-23,sfr,13,8139,0,11,3280,3,3.5,36,36,-122.315276196493,47.6260096778653
..1336800010,2014..15872,1335000,2014-06-13,sfr,13,5800,0,9,4200,5,2.75,108,108,-122.312191369503,47.6284022448629
..1336800015,2012..22690,1150000,2012-08-30,sfr,13,5800,0,9,3660,4,3.25,103,17,-122.312193206885,47.6282652076282
..1336800015,2014..14169,1506000,2014-05-21,sfr,13,5800,0,9,3660,4,3.25,105,19,-122.312193206885,47.6282652076282
..1336800060,2010..5291,1105000,2010-03-30,sfr,13,5800,0,9,3180,5,3.0,105,105,-122.312206069164,47.6273059429441
..1336800065,2015..7365,1328000,2015-03-24,sfr,13,4640,0,9,3260,4,2.25,108,108,-122.312207722634,47.6271826117163
..1336800070,2010..14024,1455000,2010-07-09,sfr,13,7154,0,10,4050,5,3.75,109,109,-122.312209591821,47.6270432852589
..1336800100,2014..9475,2600000,2014-04-16,sfr,13,10086,0,10,5150,6,3.75,104,104,-122.311662013086,47.6276238802894
..1336800140,2016..26939,2115000,2016-08-08,sfr,13,9240,0,10,3940,5,4.25,110,110,-122.311650132142,47.628504543506
..1336800150,2011..7523,787500,2011-05-05,sfr,13,5800,0,9,2260,4,1.5,107,107,-122.312214776781,47.6267282295047
..1336800185,2013..6090,1023000,2013-03-04,sfr,13,5568,0,9,2500,3,2.75,108,108,-122.312227272246,47.6258033267631
..1336800185,2013..6091,1023000,2013-03-04,sfr,13,5568,0,9,2500,3,2.75,108,108,-122.312227272246,47.6258033267631
..1336800185,2014..16916,1185001,2014-06-17,sfr,13,5568,0,9,2500,3,2.75,109,109,-122.312227272246,47.6258033267631
..1336800205,2011..5064,1160000,2011-04-01,sfr,13,5760,0,10,2700,6,1.5,102,102,-122.311689652437,47.6255363677106
..1336800225,2012..16114,1145000,2012-07-06,sfr,13,5760,0,9,3140,4,1.5,110,110,-122.311684180532,47.6259327509832
..1336800240,2014..12733,1750000,2014-05-08,sfr,13,5760,0,10,3510,6,3.0,108,108,-122.311678709275,47.6263291340023
..1336800265,2012..3424,975000,2012-02-16,sfr,15,5160,0,9,2750,4,1.75,107,107,-122.311696356835,47.6251145419126
..1336800280,2012..22643,1020000,2012-09-05,sfr,15,5160,0,9,4610,6,3.0,106,106,-122.310374482987,47.6251079958574
..1336800285,2016..2764,2200000,2016-02-05,sfr,13,10800,0,10,4500,7,4.5,110,110,-122.310904399031,47.6266665690701
..1336800335,2010..6562,1315000,2010-04-16,sfr,13,5760,0,10,3870,7,3.75,106,106,-122.310920173781,47.6255325265192
..1336800340,2010..9717,1075000,2010-05-21,sfr,13,5760,0,9,3100,3,4.0,106,106,-122.310922009991,47.6254003906309
..1336800405,2012..25592,1100500,2012-10-02,sfr,13,6000,0,9,3510,3,3.25,108,108,-122.310880738107,47.6283989818438
..1336800405,2012..28506,1500000,2012-10-31,sfr,13,6000,0,9,3510,3,3.25,108,108,-122.310880738107,47.6283989818438
..1336800410,2012..26924,1411000,2012-10-18,sfr,13,6000,0,10,4140,4,3.25,106,106,-122.310882618047,47.6282611957834
..1336800440,2010..2310,875000,2010-02-20,sfr,13,4800,0,9,2890,4,1.5,105,105,-122.31089219385,47.6275585525256
..1336800500,2015..39332,2000000,2015-11-18,sfr,13,6000,0,9,4000,4,3.25,91,91,-122.310334836835,47.6279828146259
..1336800515,2016..19073,3350000,2016-06-22,sfr,13,7200,0,10,4510,5,4.0,111,111,-122.310329902362,47.6283413335403
..1336800530,2015..26784,2550000,2015-08-10,sfr,13,6240,0,10,4050,4,3.25,87,87,-122.309556700199,47.6285299901969
..1336800585,2015..38587,2100000,2015-11-09,sfr,13,9000,0,10,5920,8,4.25,106,106,-122.30957714011,47.6270459959723
..1336800630,2011..8626,1200000,2011-05-19,sfr,13,4500,0,9,3030,5,2.5,102,18,-122.309017628976,47.6276145279576
..1336800650,2012..25698,1630000,2012-10-02,sfr,13,6000,0,10,5200,5,4.0,105,105,-122.309012684789,47.6279760812094
..1336800660,2010..7432,1839126,2010-04-21,sfr,13,6000,0,10,4260,4,3.75,105,3,-122.309008917933,47.6282516158067
..1336800660,2014..1701,1915000,2014-01-22,sfr,13,6000,0,10,4260,4,3.75,109,7,-122.309008917933,47.6282516158067
..1336800670,2014..40241,1425000,2014-12-29,sfr,13,6240,0,9,2840,5,3.0,109,109,-122.309005151023,47.6285271535249
..1336800710,2011..20629,699950,2011-11-03,sfr,13,5760,0,10,2850,3,1.5,103,103,-122.309594233091,47.6257901656042
..1336800725,2012..18892,1700000,2012-07-27,sfr,13,5760,0,11,4750,5,2.25,106,106,-122.309599614503,47.6253937837201
..1336800735,2015..37764,1409000,2015-10-29,sfr,13,3840,0,9,2200,3,3.0,92,92,-122.309208884672,47.6254578947919
..1336800745,2016..38230,950000,2016-10-31,sfr,13,3840,0,9,3330,4,1.5,92,92,-122.308964289245,47.62552274624
..1336800780,2016..29692,1040000,2016-08-29,sfr,13,5760,0,8,2120,4,2.75,112,112,-122.30903332583,47.6264480124879
..1336800785,2011..13249,795000,2011-07-08,sfr,13,5760,0,9,3130,4,2.25,107,107,-122.309031601534,47.6265801366752
..1336800795,2010..5759,1780000,2010-04-07,sfr,15,5160,0,10,4100,5,3.5,104,104,-122.309603822033,47.6251041593424
..1336800800,2015..38088,1018500,2015-11-02,sfr,15,2150,0,9,2490,3,2.5,109,109,-122.309192905644,47.6251020996831
..1336800870,2013..14174,1400000,2013-05-20,sfr,13,5160,0,9,4110,6,3.75,18,18,-122.308246633195,47.62759038807
..1336800880,2014..26100,1400000,2014-08-22,sfr,13,5160,0,9,3780,4,2.25,107,107,-122.308248239817,47.6274721640038
..1336800890,2012..25771,878500,2012-10-05,sfr,13,5160,0,9,2740,3,2.5,106,106,-122.308249852336,47.6273539385352
..1336800910,2012..27570,950000,2012-10-19,sfr,13,5232,0,9,2550,4,2.5,106,106,-122.308253098659,47.6271159752371
..1336800915,2012..11108,1100000,2012-05-17,sfr,13,5280,0,9,2950,6,2.75,106,106,-122.3082547228,47.6269973952398
..1336801005,2013..36296,1150000,2013-10-31,sfr,13,5400,0,9,2920,4,2.25,104,104,-122.3076859266,47.6281413355835
..1337300050,2013..41733,1190000,2013-12-31,sfr,13,5300,0,10,4980,5,3.5,102,102,-122.312925451766,47.625579822482
..1337300070,2014..30044,1315000,2014-09-24,sfr,13,6105,0,10,3900,4,2.25,109,109,-122.313532472707,47.6255021726885
..1337300080,2015..34112,1725000,2015-10-03,sfr,13,6105,0,10,3380,6,2.75,109,109,-122.313978140883,47.6255054101619
..1337300090,2010..12585,1815000,2010-06-14,sfr,13,6050,0,11,3270,4,3.0,108,108,-122.313691984665,47.6258443809076
..1337300145,2012..31548,1608750,2012-12-03,sfr,13,8325,0,10,4720,4,2.5,107,107,-122.313856076513,47.6263143964372
..1337300145,2014..22923,1800000,2014-07-21,sfr,13,8325,0,10,4720,4,2.5,109,109,-122.313856076513,47.6263143964372
..1337300155,2015..21285,915000,2015-06-15,sfr,13,5610,0,8,1750,2,2.5,112,31,-122.313952061204,47.6266648971352
..1337300195,2010..17758,1020000,2010-09-15,sfr,13,4738,0,9,3710,5,3.25,104,104,-122.312893436477,47.62722735536
..1337300245,2014..10787,1661000,2014-04-24,sfr,13,5610,0,10,4500,4,4.0,108,108,-122.31388953721,47.6274297791209
..1337300250,2016..37450,750000,2016-10-07,sfr,13,5610,0,8,1650,3,1.5,63,63,-122.313667562117,47.6274275088607
..1337300260,2014..9187,2240000,2014-04-02,sfr,13,5610,0,10,4630,4,4.0,108,108,-122.313221497495,47.6274238352999
..1337300260,2014..9188,2240000,2014-04-04,sfr,13,5610,0,10,4630,4,4.0,108,108,-122.313221497495,47.6274238352999
..1337800005,2012..29240,890000,2012-11-01,sfr,13,4800,0,9,1940,3,2.0,104,104,-122.307653626644,47.6304815056835
..1337800005,2016..21522,1435000,2016-06-27,sfr,13,4800,0,9,1940,3,2.0,108,108,-122.307653626644,47.6304815056835
..1337800045,2014..30233,625000,2014-10-01,sfr,13,4800,0,7,1660,3,1.75,108,0,-122.307665803635,47.6296038895343
..1337800045,2015..16579,925000,2015-06-01,sfr,13,4800,0,7,1660,3,1.75,109,1,-122.307665803635,47.6296038895343
..1337800050,2013..37473,587500,2013-11-18,sfr,13,4800,0,8,1340,2,1.5,107,107,-122.307667324422,47.6294941860219
..1337800105,2011..21342,525000,2011-10-25,sfr,13,3600,0,7,1660,2,1.75,110,110,-122.308065964113,47.6288791043308
..1337800155,2011..15998,770000,2011-08-17,sfr,13,4800,0,8,2360,4,2.5,87,87,-122.308219966682,47.6294968678547
..1337800155,2016..41946,1075000,2016-11-28,sfr,13,4800,0,8,2360,4,2.5,92,92,-122.308219966682,47.6294968678547
..1337800175,2013..11838,627000,2013-05-01,sfr,13,4800,0,7,1370,2,1.0,103,103,-122.30821365902,47.6299355786174
..1337800185,2010..2391,925000,2010-02-23,sfr,13,4800,0,9,2360,3,2.5,109,109,-122.308210501609,47.6301549321878
..1337800190,2014..4401,970000,2014-03-04,sfr,13,4800,0,9,2310,4,1.5,106,106,-122.308208925432,47.6302646096429
..1337800205,2011..10706,675000,2011-06-06,sfr,13,3600,0,8,2440,4,2.75,105,105,-122.308915761802,47.630487121903
..1337800220,2014..27385,1003000,2014-09-08,sfr,13,3600,0,8,2230,4,2.25,108,108,-122.308917367799,47.6303774763327
..1337800245,2010..20686,1236000,2010-10-18,sfr,13,4800,0,9,2710,3,2.25,105,1,-122.30898622186,47.6298295369127
..1337800255,2010..6065,1146000,2010-04-13,sfr,13,4800,0,9,2650,4,3.5,97,1,-122.30898943272,47.6296102509817
..1337800260,2012..26383,907000,2012-10-08,sfr,13,4800,0,8,1450,3,1.5,107,107,-122.308991037619,47.6295006080603
..1337800284,2011..15484,700000,2011-08-22,sfr,13,2975,0,9,2550,3,2.0,106,106,-122.309172516106,47.6288779007253
..1337800284,2014..27157,950000,2014-08-27,sfr,13,2975,0,9,2550,3,2.0,109,109,-122.309172516106,47.6288779007253
..1337800390,2011..14498,1050000,2011-08-02,sfr,13,4800,0,9,2840,4,3.0,107,107,-122.30953291326,47.6301609866133
..1337800390,2015..41296,1480000,2015-11-25,sfr,13,4800,0,9,2840,4,3.0,111,111,-122.30953291326,47.6301609866133
..1337800420,2010..21507,1125000,2010-11-16,sfr,13,4800,0,9,2920,4,3.25,108,5,-122.31030230886,47.6302745821617
..1337800420,2016..24995,1515001,2016-07-22,sfr,13,4800,0,9,2920,4,3.25,114,11,-122.31030230886,47.6302745821617
